0	-112.345535	0.000000	0.000000
1	-142.041199	0.000000	0.000000
2	-107.577431	0.000001	50.314465
3	-112.345535	0.000000	50.314465
4	-107.577431	0.000001	50.314465
5	-109.337570	0.000000	0.000000
6	-107.577431	0.000001	100.628929
7	-142.041199	0.000000	0.000000
8	-112.345535	0.000000	0.000000
9	-109.337570	0.000000	100.628929
10	-112.345535	0.000000	0.000000
11	-112.345535	0.000000	0.000000
12	-142.041199	0.000000	0.000000
13	-109.337570	0.000000	50.314465
14	-106.328430	0.000001	150.943390
15	-107.577431	0.000001	50.314465
16	-107.577431	0.000001	50.314465
17	-142.041199	0.000000	0.000000
18	-109.337570	0.000000	0.000000
19	-112.345535	0.000000	0.000000
20	-109.337570	0.000000	100.628929
21	-142.041199	0.000000	0.000000
22	-109.337570	0.000000	50.314465
23	-112.345535	0.000000	50.314465
24	-142.041199	0.000000	0.000000
25	-142.041199	0.000000	0.000000
26	-109.337570	0.000000	50.314465
27	-142.041199	0.000000	0.000000
28	-142.041199	0.000000	0.000000
29	-107.577431	0.000001	0.000000
30	-107.577431	0.000001	50.314465
31	-142.041199	0.000000	0.000000
32	-105.359566	0.000001	100.628929
33	-112.345535	0.000000	50.314465
34	-109.337570	0.000000	50.314465
35	-107.577431	0.000001	0.000000
36	-142.041199	0.000000	0.000000
37	-107.577431	0.000001	0.000000
38	-142.041199	0.000000	0.000000
39	-109.337570	0.000000	0.000000
40	-109.337570	0.000000	100.628929
41	-109.337570	0.000000	100.628929
42	-106.328430	0.000001	100.628929
43	-142.041199	0.000000	0.000000
44	-112.345535	0.000000	50.314465
45	-142.041199	0.000000	0.000000
46	-112.345535	0.000000	0.000000
47	-142.041199	0.000000	0.000000
48	-106.328430	0.000001	201.257858
49	-102.349731	0.000001	50.314465
50	-42.760410	0.006078	352.201263
51	-47.748310	0.003475	754.716980
52	-45.633175	0.004548	402.515717
53	-45.251095	0.004488	1106.918213
54	-45.207233	0.004659	603.773560
55	-48.799877	0.002948	1006.289307
56	-44.608036	0.004748	654.088074
57	-41.685459	0.007008	402.515717
58	-42.758625	0.005964	201.257858
59	-39.032612	0.008989	402.515717
60	-34.818195	0.016113	301.886780
61	-34.063103	0.016573	352.201263
62	-31.636309	0.022434	301.886780
63	-32.474308	0.018909	503.144653
64	-29.208235	0.029954	301.886780
65	-28.771828	0.031078	301.886780
66	-27.008118	0.039099	352.201263
67	-31.380846	0.023361	201.257858
68	-31.221176	0.024409	301.886780
